0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.730000000000000326e-04,3.399999999999999973e-05,1.620000000000000075e-04,3.100000000000000135e-05
7.640000000000000306e-04,3.699999999999999811e-05,1.640000000000000019e-04,3.500000000000000371e-05
7.680000000000000195e-04,3.699999999999999811e-05,1.530000000000000056e-04,4.200000000000000445e-05
7.979999999999999897e-04,2.799999999999999958e-05,1.409999999999999849e-04,3.300000000000000253e-05
7.740000000000000569e-04,3.399999999999999973e-05,1.640000000000000019e-04,2.799999999999999958e-05
7.880000000000000719e-04,3.399999999999999973e-05,1.370000000000000232e-04,4.100000000000000047e-05
7.920000000000000607e-04,2.999999999999999737e-05,1.359999999999999989e-04,4.200000000000000445e-05
7.749999999999999728e-04,3.899999999999999929e-05,1.559999999999999972e-04,2.999999999999999737e-05
8.080000000000000160e-04,3.300000000000000253e-05,1.340000000000000045e-04,2.500000000000000120e-05
7.880000000000000719e-04,2.599999999999999840e-05,1.509999999999999841e-04,3.500000000000000371e-05
